age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
63,3,1,0,0,0,0,0,1,3,479,1,999,0,1,-2.9,92.201,-31.4,0.838,5076.2,1
35,4,2,3,0,1,0,0,6,0,345,2,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
45,1,1,0,0,0,0,1,6,2,164,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
23,0,2,3,0,1,0,0,6,2,638,1,6,1,2,-1.8,92.893,-46.2,1.266,5099.1,0
40,4,1,1,0,0,0,0,7,1,56,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
38,4,0,6,0,1,0,0,1,3,345,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
33,4,2,6,0,0,0,1,6,0,101,16,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
34,1,1,2,0,0,0,0,6,0,63,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
37,0,2,6,0,0,0,0,6,0,104,2,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
50,7,0,3,0,1,0,0,6,2,199,15,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
31,9,2,3,0,1,1,0,1,3,559,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
47,9,1,5,0,1,0,0,1,1,506,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
33,0,2,6,0,1,0,1,4,3,61,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
36,0,2,6,0,1,0,0,6,3,104,3,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
39,3,1,0,0,1,0,1,6,3,54,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
53,9,1,5,0,0,0,1,6,0,260,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
34,7,1,3,0,0,0,1,6,1,298,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
24,1,2,2,0,0,0,0,6,1,297,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
31,10,0,0,0,1,0,1,4,4,48,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
38,0,1,6,0,0,0,1,6,4,111,4,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
33,0,1,6,0,0,1,0,9,4,397,1,999,2,0,-1.1,94.199,-37.5,0.879,4963.6,1
50,7,1,3,0,1,0,0,0,1,12,6,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
40,9,1,3,0,1,0,0,7,4,118,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
46,1,1,2,0,0,1,1,6,3,394,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
42,9,1,3,0,0,0,0,1,1,70,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
46,0,1,3,0,0,0,1,0,2,268,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
36,3,1,1,0,0,0,0,1,1,210,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
35,0,2,6,0,1,0,1,7,3,263,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
31,4,2,6,0,0,0,0,4,2,1094,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
55,3,2,6,0,1,0,1,1,3,11,1,999,0,1,-1.7,94.027,-38.3,0.904,4991.6,0
45,4,1,6,0,0,0,0,7,3,633,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
38,0,1,6,0,1,0,1,4,2,197,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
35,1,1,0,0,0,0,0,6,1,127,5,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
37,0,1,6,0,1,0,0,6,0,685,1,999,0,1,-1.8,92.893,-46.2,1.259,5099.1,1
35,4,1,6,0,1,0,0,1,0,93,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
39,4,1,6,0,1,0,0,0,1,305,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
52,0,0,6,0,0,0,1,6,3,136,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
38,1,2,0,0,1,0,1,6,2,187,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
73,5,1,5,0,1,0,0,7,0,334,1,999,0,1,-1.1,94.767,-50.8,1.028,4963.6,1
33,1,1,2,0,1,0,0,0,2,827,1,999,1,0,-1.8,93.075,-47.1,1.41,5099.1,0
36,0,1,6,0,1,0,0,1,4,141,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
30,7,2,3,0,0,0,0,3,2,421,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
24,8,2,3,0,1,0,1,6,2,287,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
44,1,1,0,0,1,0,0,3,2,311,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
34,1,1,0,0,0,0,1,4,3,404,13,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
30,1,1,2,0,0,0,0,7,4,308,5,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
47,4,1,6,0,1,0,0,1,4,101,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
30,0,2,3,0,1,0,1,3,0,105,1,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
35,2,2,6,0,0,0,0,3,1,120,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
36,7,1,3,0,1,0,0,8,0,104,1,6,1,2,-3.4,92.431,-26.9,0.739,5017.5,0
49,4,1,6,0,1,0,0,0,2,240,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
34,2,1,5,0,1,0,1,6,3,53,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
31,0,1,3,0,1,0,1,7,1,673,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
36,0,1,6,0,1,0,0,7,0,189,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
44,1,1,0,0,1,0,0,3,0,65,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
30,0,0,6,0,1,0,0,7,4,589,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
39,7,1,3,0,1,0,1,0,0,137,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
53,0,0,2,0,0,1,0,6,0,164,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
41,1,1,2,0,1,0,1,6,2,152,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
27,9,2,5,0,0,0,1,6,2,124,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
26,7,2,3,0,0,0,0,3,1,91,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
30,1,2,2,0,1,0,1,6,0,322,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
38,1,1,2,0,0,0,1,6,0,84,9,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
34,9,1,5,0,0,0,0,0,0,132,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,9,1,5,0,0,0,1,4,4,389,5,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39,2,1,3,0,0,0,0,0,0,484,1,999,2,0,-1.8,93.075,-47.1,1.479,5099.1,0
29,0,1,3,0,1,0,1,4,3,186,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
37,0,1,6,0,1,0,0,7,0,450,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
40,0,0,3,0,0,0,0,1,2,46,2,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
31,1,1,2,0,0,0,1,4,4,1218,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
35,3,1,0,0,0,0,1,6,2,646,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
46,7,1,3,0,1,1,0,0,2,354,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
29,9,1,5,0,1,0,0,7,3,54,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
28,9,2,5,0,1,0,0,6,4,244,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
45,2,1,6,0,1,0,1,6,3,1721,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
27,6,2,6,0,0,0,1,4,0,46,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
64,3,1,0,0,0,0,0,2,2,422,1,6,2,2,-3.0,92.713,-33.0,0.714,5023.5,1
52,1,0,3,0,0,0,1,4,4,134,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
43,9,1,5,0,1,0,0,1,4,78,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
32,1,1,2,0,0,0,1,6,3,59,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
32,7,2,3,0,0,0,0,6,4,151,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
45,2,0,5,0,1,0,0,3,3,50,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
43,4,1,5,0,1,0,1,6,3,310,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
33,0,2,3,0,0,0,1,4,4,187,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
51,9,1,3,0,1,0,0,7,0,167,4,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
35,0,2,6,0,1,0,0,7,2,191,2,999,1,0,-0.1,93.2,-42.0,4.076,5195.8,0
35,1,1,1,0,0,0,0,6,2,126,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
71,3,1,0,0,1,0,0,7,3,193,2,999,0,1,-3.4,92.649,-30.1,0.715,5017.5,1
28,9,0,6,0,0,0,0,3,4,154,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
41,1,1,0,0,1,0,0,0,4,213,3,999,0,1,-1.8,93.075,-47.1,1.445,5099.1,0
31,0,1,6,0,1,0,0,1,4,547,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,1
29,1,2,5,0,0,0,1,4,0,86,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
33,0,1,6,0,1,0,1,7,4,241,1,3,1,2,-3.4,92.649,-30.1,0.715,5017.5,1
32,1,2,2,0,1,1,0,3,3,282,6,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
42,1,2,2,0,1,1,0,6,4,200,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
32,6,2,6,0,0,0,0,6,1,119,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
43,0,1,6,0,0,0,1,6,0,197,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
32,9,1,5,0,0,0,0,1,3,252,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
49,4,1,6,0,1,0,0,0,2,44,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
34,1,1,2,0,1,0,0,6,1,142,2,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
33,9,1,5,0,0,1,1,4,3,46,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
32,6,1,5,0,0,1,1,6,0,65,5,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
48,0,2,3,0,1,0,0,3,0,237,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
29,0,1,3,0,1,0,0,3,1,126,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
44,0,1,6,0,1,0,1,8,4,749,1,999,0,1,-3.4,92.431,-26.9,0.735,5017.5,1
34,0,2,6,0,1,0,0,1,3,174,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
40,0,2,3,0,0,0,0,7,4,53,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
58,5,1,5,0,0,0,0,7,4,577,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
34,0,2,3,0,1,0,0,6,4,78,1,12,1,2,-1.8,92.893,-46.2,1.334,5099.1,0
48,0,2,3,0,1,0,1,6,4,275,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39,7,1,3,0,0,1,1,6,3,480,4,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
40,3,1,2,0,1,1,1,0,4,169,1,999,1,0,-1.8,93.075,-47.1,1.445,5099.1,0
44,2,1,3,0,1,0,0,3,3,300,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
29,1,1,3,0,0,0,1,4,2,718,13,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
41,9,1,6,0,0,1,0,1,0,133,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
33,1,1,0,0,1,1,0,3,4,371,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
33,2,1,1,0,0,0,0,7,4,90,2,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
45,0,1,6,0,1,0,1,3,2,91,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
56,0,1,2,0,1,1,0,9,2,319,1,999,0,1,-1.1,94.199,-37.5,0.879,4963.6,1
31,9,2,6,0,1,0,0,6,2,259,4,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
29,9,2,5,0,1,0,0,7,4,107,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
31,7,2,3,0,1,0,0,9,0,336,2,6,1,2,-1.1,94.199,-37.5,0.879,4963.6,1
31,1,2,3,0,1,0,0,6,1,126,2,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0
57,7,1,3,0,1,0,0,6,1,126,2,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
59,9,0,2,0,1,0,0,3,4,85,13,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
27,0,2,6,0,0,0,0,6,0,86,1,3,1,2,-1.8,92.893,-46.2,1.259,5099.1,0
36,2,1,2,0,0,0,0,6,1,104,3,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,0
49,0,2,6,0,1,0,1,3,2,344,10,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
39,1,1,1,0,0,1,0,6,4,223,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
41,1,1,1,0,0,0,0,0,0,412,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
46,0,0,1,0,0,0,0,6,1,7,7,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0
45,9,1,5,0,1,0,0,3,4,95,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
30,1,1,2,0,1,0,1,6,0,79,4,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
42,7,2,3,0,0,0,0,6,2,122,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
43,1,1,0,0,1,0,1,6,1,155,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
35,0,1,6,0,0,0,0,1,0,166,5,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
29,0,1,5,0,1,0,1,4,4,583,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
29,0,2,6,0,1,0,0,1,2,184,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
31,0,2,6,0,0,0,0,9,0,123,3,999,0,1,-3.4,92.379,-29.8,0.803,5017.5,0
37,9,1,3,0,1,0,1,6,0,136,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
39,0,2,3,0,0,0,0,3,3,48,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
37,1,1,0,0,0,0,0,3,2,89,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
30,1,1,3,0,1,0,1,4,1,32,3,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
30,1,1,2,0,0,0,1,6,1,215,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
39,0,1,3,0,1,0,0,6,1,432,2,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
27,0,2,3,0,1,0,0,3,3,212,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
48,7,1,0,0,0,0,0,6,3,1130,4,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
28,7,1,3,0,1,0,0,3,3,376,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
59,3,2,5,0,0,0,0,7,4,69,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
26,7,2,6,0,1,0,0,6,2,551,1,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,0
70,3,0,0,0,0,0,1,1,3,90,3,999,1,0,-2.9,92.201,-31.4,0.883,5076.2,0
55,2,0,6,0,1,1,1,4,1,579,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
35,9,2,5,0,1,0,0,1,4,75,6,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
30,0,2,6,0,1,0,0,6,4,60,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
28,9,2,5,0,1,0,0,0,2,477,2,999,1,0,-1.8,93.075,-47.1,1.483,5099.1,0
29,10,2,6,0,1,0,1,4,4,201,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
29,1,1,1,0,1,0,0,6,2,108,4,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
35,0,0,3,0,1,0,1,3,2,197,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
38,9,1,3,0,1,0,0,1,3,237,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
32,9,1,5,0,0,0,0,6,1,20,6,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
52,3,0,5,0,1,0,1,6,4,222,4,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
48,1,1,2,0,1,0,0,1,0,192,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
58,5,1,3,0,0,0,1,4,2,355,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
35,0,2,6,0,0,0,0,1,2,250,1,999,1,0,-2.9,92.201,-31.4,0.883,5076.2,0
60,4,1,6,0,0,0,1,4,1,526,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
70,5,0,2,0,0,0,1,2,4,220,2,999,0,1,-3.0,92.713,-33.0,0.715,5023.5,0
27,0,2,5,0,1,1,1,0,2,117,3,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
48,1,1,0,0,0,0,1,4,0,63,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
28,1,1,2,0,1,1,1,4,1,210,2,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
30,1,2,2,0,1,0,1,6,1,157,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
44,0,1,6,0,1,1,0,3,2,844,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
37,1,1,2,0,0,0,1,6,1,270,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
