age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
45,4,1,6,0,0,0,0,7,3,633,2,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
38,0,1,6,0,1,0,1,4,2,197,1,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
35,1,1,0,0,0,0,0,6,1,127,5,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
35,4,1,6,0,1,0,0,1,0,93,4,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
52,0,0,6,0,0,0,1,6,3,136,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
38,1,2,0,0,1,0,1,6,2,187,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
36,0,1,6,0,1,0,0,1,4,141,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
30,7,2,3,0,0,0,0,3,2,421,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
24,8,2,3,0,1,0,1,6,2,287,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
44,1,1,0,0,1,0,0,3,2,311,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
30,1,1,2,0,0,0,0,7,4,308,5,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
47,4,1,6,0,1,0,0,1,4,101,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
30,0,2,3,0,1,0,1,3,0,105,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
35,2,2,6,0,0,0,0,3,1,120,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
34,2,1,5,0,1,0,1,6,3,53,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
36,0,1,6,0,1,0,0,7,0,189,1,999,0,1,-0.1,93.2,-42.0,4.0,5195.8,0
44,1,1,0,0,1,0,0,3,0,65,5,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
30,0,0,6,0,1,0,0,7,4,589,1,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
39,7,1,3,0,1,0,1,0,0,137,1,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
53,0,0,2,0,0,1,0,6,0,164,1,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
41,1,1,2,0,1,0,1,6,2,152,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
27,9,2,5,0,0,0,1,6,2,124,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
26,7,2,3,0,0,0,0,3,1,91,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
30,1,2,2,0,1,0,1,6,0,322,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
40,9,1,5,0,0,0,1,4,4,389,5,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
29,0,1,3,0,1,0,1,4,3,186,1,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
37,0,1,6,0,1,0,0,7,0,450,1,999,0,1,-0.1,93.2,-42.0,4.0,5195.8,0
40,0,0,3,0,0,0,0,1,2,46,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
35,3,1,0,0,0,0,1,6,2,646,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,1
46,7,1,3,0,1,1,0,0,2,354,1,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,1
29,9,1,5,0,1,0,0,7,3,54,2,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
27,6,2,6,0,0,0,1,4,0,46,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
52,1,0,3,0,0,0,1,4,4,134,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
32,1,1,2,0,0,0,1,6,3,59,4,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
45,2,0,5,0,1,0,0,3,3,50,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
43,4,1,5,0,1,0,1,6,3,310,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
33,0,2,3,0,0,0,1,4,4,187,2,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
51,9,1,3,0,1,0,0,7,0,167,4,999,0,1,-0.1,93.2,-42.0,4.0,5195.8,0
35,1,1,1,0,0,0,0,6,2,126,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
28,9,0,6,0,0,0,0,3,4,154,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
41,1,1,0,0,1,0,0,0,4,213,3,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
31,0,1,6,0,1,0,0,1,4,547,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,1
29,1,2,5,0,0,0,1,4,0,86,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
32,1,2,2,0,1,1,0,3,3,282,6,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
42,1,2,2,0,1,1,0,6,4,200,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
32,6,2,6,0,0,0,0,6,1,119,1,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
43,0,1,6,0,0,0,1,6,0,197,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
32,9,1,5,0,0,0,0,1,3,252,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
49,4,1,6,0,1,0,0,0,2,44,1,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
34,1,1,2,0,1,0,0,6,1,142,2,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
33,9,1,5,0,0,1,1,4,3,46,1,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
32,6,1,5,0,0,1,1,6,0,65,5,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
48,0,2,3,0,1,0,0,3,0,237,5,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
29,0,1,3,0,1,0,0,3,1,126,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
34,0,2,6,0,1,0,0,1,3,174,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
40,0,2,3,0,0,0,0,7,4,53,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
58,5,1,5,0,0,0,0,7,4,577,1,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
48,0,2,3,0,1,0,1,6,4,275,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
39,7,1,3,0,0,1,1,6,3,480,4,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
44,2,1,3,0,1,0,0,3,3,300,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
41,9,1,6,0,0,1,0,1,0,133,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
33,1,1,0,0,1,1,0,3,4,371,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
45,0,1,6,0,1,0,1,3,2,91,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
56,0,1,2,0,1,1,0,9,2,319,1,999,0,1,-1.1,94.2,-37.5,0.9,4963.6,1
31,9,2,6,0,1,0,0,6,2,259,4,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
29,9,2,5,0,1,0,0,7,4,107,3,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
57,7,1,3,0,1,0,0,6,1,126,2,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
36,2,1,2,0,0,0,0,6,1,104,3,999,0,1,-1.8,92.9,-46.2,1.4,5099.1,0
45,9,1,5,0,1,0,0,3,4,95,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
30,1,1,2,0,1,0,1,6,0,79,4,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
42,7,2,3,0,0,0,0,6,2,122,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
43,1,1,0,0,1,0,1,6,1,155,6,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
35,0,1,6,0,0,0,0,1,0,166,5,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
29,0,1,5,0,1,0,1,4,4,583,4,999,0,1,1.4,94.5,-41.8,5.0,5228.1,1
29,0,2,6,0,1,0,0,1,2,184,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
31,0,2,6,0,0,0,0,9,0,123,3,999,0,1,-3.4,92.4,-29.8,0.8,5017.5,0
37,9,1,3,0,1,0,1,6,0,136,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
39,0,2,3,0,0,0,0,3,3,48,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
37,1,1,0,0,0,0,0,3,2,89,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
30,1,1,3,0,1,0,1,4,1,32,3,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
30,1,1,2,0,0,0,1,6,1,215,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
39,0,1,3,0,1,0,0,6,1,432,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
27,0,2,3,0,1,0,0,3,3,212,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
28,7,1,3,0,1,0,0,3,3,376,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
59,3,2,5,0,0,0,0,7,4,69,1,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
55,2,0,6,0,1,1,1,4,1,579,2,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
35,9,2,5,0,1,0,0,1,4,75,6,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
29,10,2,6,0,1,0,1,4,4,201,2,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
29,1,1,1,0,1,0,0,6,2,108,4,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
35,0,0,3,0,1,0,1,3,2,197,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
38,9,1,3,0,1,0,0,1,3,237,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
32,9,1,5,0,0,0,0,6,1,20,6,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
52,3,0,5,0,1,0,1,6,4,222,4,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
48,1,1,2,0,1,0,0,1,0,192,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
58,5,1,3,0,0,0,1,4,2,355,1,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
60,4,1,6,0,0,0,1,4,1,526,2,999,0,1,1.4,94.5,-41.8,4.9,5228.1,1
27,0,2,5,0,1,1,1,0,2,117,3,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
48,1,1,0,0,0,0,1,4,0,63,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
28,1,1,2,0,1,1,1,4,1,210,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
30,1,2,2,0,1,0,1,6,1,157,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
37,1,1,2,0,0,0,1,6,1,270,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
49,7,1,3,0,0,0,0,1,3,203,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
55,5,1,3,0,0,0,0,6,3,256,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
54,4,0,6,0,1,0,1,6,3,92,4,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
38,9,1,5,0,0,0,1,3,4,56,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
38,9,0,5,0,1,1,1,6,0,78,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
54,1,1,3,0,0,0,0,2,1,344,1,999,0,1,-3.0,92.7,-33.0,0.7,5023.5,1
36,1,1,2,0,0,0,0,6,2,189,3,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
33,1,2,0,0,0,0,1,6,2,119,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
35,4,1,6,0,0,0,0,4,3,136,2,999,0,1,-2.9,93.0,-40.8,1.3,5076.2,1
32,0,0,6,0,1,0,0,1,3,152,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
33,9,1,3,0,1,0,1,6,0,136,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
35,1,1,2,0,1,0,1,4,3,170,3,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
26,9,1,5,0,1,0,0,3,3,136,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
30,4,2,6,0,1,0,0,3,1,323,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
44,0,1,6,0,1,0,0,3,4,89,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
44,0,1,3,0,0,0,1,6,4,228,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
32,6,1,2,0,0,0,1,6,0,101,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
28,10,2,3,0,1,1,1,6,1,229,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
26,0,0,2,0,0,0,0,3,1,489,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
33,2,2,5,0,0,0,1,3,1,143,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
24,1,2,3,0,1,0,0,3,0,203,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
38,1,1,2,0,0,1,1,4,4,151,3,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
29,9,2,5,0,0,0,0,1,2,121,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
31,0,2,6,0,1,0,0,7,2,463,1,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
31,0,2,6,0,0,1,0,6,2,546,3,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
42,9,1,6,0,1,0,0,1,2,139,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
26,1,1,2,0,0,0,0,3,0,199,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
31,9,2,6,0,1,0,0,1,4,320,4,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
37,0,1,6,0,0,0,0,3,3,197,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
53,1,0,3,0,1,0,0,0,0,0,3,999,0,1,-1.8,93.1,-47.1,1.5,5099.1,0
37,9,2,6,0,1,0,0,1,4,194,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
36,9,1,5,0,0,0,1,6,0,194,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
44,7,1,3,0,1,0,0,6,1,144,3,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
43,7,0,5,0,0,0,0,6,0,196,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
39,3,1,0,0,1,0,0,1,1,417,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
40,4,1,3,0,0,1,0,1,4,119,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
55,7,0,3,0,1,1,0,3,2,175,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
32,9,2,6,0,1,0,0,1,2,271,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
30,0,1,6,0,0,0,1,6,2,99,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
51,4,0,6,0,1,0,1,3,4,219,2,999,0,1,-2.9,92.5,-33.6,1.0,5076.2,0
39,0,0,3,0,1,0,0,3,3,514,5,999,0,1,1.4,93.9,-42.7,5.0,5228.1,1
30,7,1,2,0,1,0,0,7,2,326,1,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
34,1,1,0,0,0,0,1,6,3,611,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
40,0,1,6,0,1,0,1,4,0,66,3,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
39,0,1,6,0,1,1,0,7,3,175,2,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
35,0,1,3,0,0,0,0,7,3,72,1,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
40,4,1,6,0,0,0,1,6,2,319,5,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
32,1,2,3,0,1,0,0,3,3,523,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
21,8,2,3,0,0,0,0,8,3,113,1,999,0,1,-3.4,92.4,-26.9,0.7,5017.5,1
25,0,2,6,0,1,0,1,1,2,84,1,999,0,1,-2.9,92.2,-31.4,0.9,5076.2,0
51,9,0,5,0,0,1,0,1,0,50,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
37,7,1,1,0,1,0,0,6,3,114,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
33,1,0,2,0,1,0,1,4,2,155,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
49,1,1,2,0,0,0,1,6,3,102,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
38,1,1,1,0,1,0,1,4,4,382,3,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
48,0,2,6,0,1,0,0,5,3,544,1,999,0,1,-1.8,92.8,-50.0,1.5,5099.1,0
39,9,2,5,0,1,0,0,0,4,80,3,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
51,0,1,2,0,1,0,1,6,0,368,5,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
45,1,0,0,0,0,0,0,3,4,87,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
61,0,1,3,0,1,1,0,7,4,386,2,999,0,1,-1.1,94.8,-50.8,1.0,4963.6,1
49,0,2,3,0,0,0,1,6,1,501,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
32,4,1,3,0,0,0,1,4,3,206,1,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
47,5,1,0,0,0,0,1,3,3,484,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
50,1,2,0,0,1,0,1,6,1,306,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
46,9,1,5,0,0,1,0,7,1,173,1,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
31,4,0,6,0,1,0,0,6,0,156,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
33,1,2,5,0,0,0,0,6,3,304,6,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
56,5,1,3,0,0,0,1,6,3,176,5,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
40,9,0,6,0,1,0,1,6,3,217,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
35,1,1,1,0,0,0,1,6,4,39,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
49,9,1,5,0,1,0,1,4,2,320,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
42,0,1,1,0,0,0,1,4,2,165,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
52,0,1,6,0,0,1,1,0,2,395,3,999,0,1,-1.8,93.7,-34.6,0.7,5008.7,1
49,9,1,3,0,1,0,1,4,3,80,1,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
56,0,1,1,0,1,0,0,1,1,240,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
28,1,0,2,0,1,1,0,3,1,125,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
47,7,0,3,0,1,0,0,6,0,47,3,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
34,1,1,6,0,1,1,0,6,0,183,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
41,9,2,6,0,0,0,0,3,2,186,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
